date,open,high,low,close,volume,average,barCount
2024-12-06 05:00:00,2663.0,2666.7,2662.3,2664.4,5866.0,2664.1,0
2024-12-06 06:00:00,2664.5,2664.9,2657.3,2659.8,5922.0,2661.625,0
2024-12-06 07:00:00,2659.7,2664.3,2658.2,2661.3,5953.0,2660.875,0
2024-12-06 08:00:00,2661.3,2662.1,2657.9,2661.8,2800.0,2660.7749999999996,0
2024-12-06 09:00:00,2661.7,2667.2,2659.8,2666.2,5106.0,2663.725,0
2024-12-06 10:00:00,2666.3,2667.9,2661.6,2662.5,5863.0,2664.5750000000003,0
2024-12-06 11:00:00,2662.6,2662.8,2655.0,2655.6,4826.0,2659.0,0
2024-12-06 12:00:00,2655.5,2660.9,2653.7,2659.9,3997.0,2657.5,0
2024-12-06 13:00:00,2659.8,2663.3,2657.2,2660.1,5048.0,2660.1,0
2024-12-06 14:00:00,2660.0,2665.3,2652.7,2657.4,20816.0,2658.85,0
2024-12-06 15:00:00,2657.1,2660.7,2645.5,2657.1,19070.0,2655.1,0
2024-12-06 16:00:00,2657.0,2662.3,2654.2,2659.5,12601.0,2658.25,0
2024-12-06 17:00:00,2659.5,2663.7,2657.2,2662.4,6690.0,2660.7,0
2024-12-06 18:00:00,2662.5,2662.6,2656.0,2656.8,5753.0,2659.4750000000004,0
2024-12-06 19:00:00,2656.7,2660.9,2655.9,2659.1,5276.0,2658.15,0
2024-12-06 20:00:00,2659.2,2659.3,2654.9,2656.8,2801.0,2657.55,0
2024-12-06 21:00:00,2656.8,2658.3,2653.5,2654.0,3001.0,2655.65,0
2024-12-06 22:00:00,2653.9,2655.7,2653.0,2654.9,1705.0,2654.375,0
2024-12-09 00:00:00,2665.0,2672.7,2658.5,2662.4,7753.0,2664.65,0
2024-12-09 01:00:00,2662.2,2662.4,2649.7,2653.3,5009.0,2656.9,0
2024-12-09 02:00:00,2653.3,2672.9,2653.3,2668.3,8277.0,2661.9500000000003,0
2024-12-09 03:00:00,2668.5,2670.4,2662.5,2667.7,3441.0,2667.2749999999996,0
2024-12-09 04:00:00,2667.7,2668.3,2660.0,2660.6,3847.0,2664.15,0
2024-12-09 05:00:00,2660.5,2661.1,2656.6,2657.9,3776.0,2659.025,0
2024-12-09 06:00:00,2657.9,2662.1,2657.5,2660.0,2887.0,2659.375,0
2024-12-09 07:00:00,2659.9,2666.0,2659.8,2665.3,3391.0,2662.75,0
2024-12-09 08:00:00,2665.3,2673.2,2664.4,2672.3,6452.0,2668.8,0
2024-12-09 09:00:00,2672.5,2673.0,2667.6,2671.0,8378.0,2671.025,0
2024-12-09 10:00:00,2671.1,2679.0,2670.4,2677.1,6462.0,2674.4,0
2024-12-09 11:00:00,2677.3,2680.4,2675.0,2679.4,6612.0,2678.025,0
2024-12-09 12:00:00,2679.4,2682.5,2675.3,2678.3,6700.0,2678.875,0
2024-12-09 13:00:00,2678.3,2680.4,2675.7,2678.7,6329.0,2678.275,0
2024-12-09 14:00:00,2678.8,2689.5,2677.2,2688.7,16426.0,2683.55,0
2024-12-09 15:00:00,2688.8,2698.8,2685.3,2697.5,20190.0,2692.6000000000004,0
2024-12-09 16:00:00,2697.4,2700.0,2689.6,2691.2,17968.0,2694.55,0
2024-12-09 17:00:00,2691.1,2693.5,2688.4,2690.5,10707.0,2690.875,0
2024-12-09 18:00:00,2690.5,2692.2,2686.3,2687.4,6024.0,2689.1,0
2024-12-09 19:00:00,2687.4,2687.5,2684.3,2685.8,5830.0,2686.25,0
2024-12-09 20:00:00,2685.7,2686.1,2681.6,2682.9,3540.0,2684.075,0
2024-12-09 21:00:00,2682.9,2682.9,2679.4,2680.8,4072.0,2681.5,0
2024-12-09 22:00:00,2680.8,2683.9,2680.6,2683.0,2732.0,2682.0750000000003,0
2024-12-10 00:00:00,2684.4,2684.5,2682.1,2683.0,1629.0,2683.5,0
2024-12-10 01:00:00,2683.0,2688.3,2680.7,2687.7,3306.0,2684.925,0
2024-12-10 02:00:00,2687.8,2691.5,2683.3,2690.3,6500.0,2688.2250000000004,0
2024-12-10 03:00:00,2690.2,2694.4,2688.9,2691.6,5828.0,2691.275,0
2024-12-10 04:00:00,2691.6,2694.4,2688.0,2692.7,4353.0,2691.675,0
2024-12-10 05:00:00,2692.8,2696.9,2692.5,2693.1,3068.0,2693.8250000000003,0
2024-12-10 06:00:00,2693.1,2694.2,2690.7,2691.3,3426.0,2692.325,0
2024-12-10 07:00:00,2691.2,2693.3,2688.0,2692.5,2959.0,2691.25,0
2024-12-10 08:00:00,2692.4,2693.2,2685.5,2686.6,4034.0,2689.425,0
2024-12-10 09:00:00,2686.5,2687.9,2683.3,2685.6,6796.0,2685.825,0
2024-12-10 10:00:00,2685.8,2689.5,2684.1,2687.6,5219.0,2686.75,0
2024-12-10 11:00:00,2687.6,2699.5,2686.9,2698.1,9711.0,2693.025,0
2024-12-10 12:00:00,2698.1,2698.1,2692.1,2697.0,9245.0,2696.325,0
2024-12-10 13:00:00,2697.1,2703.4,2695.1,2701.1,15760.0,2699.175,0
2024-12-10 14:00:00,2701.2,2705.8,2695.4,2704.4,12973.0,2701.7,0
2024-12-10 15:00:00,2704.3,2717.2,2703.2,2713.8,23020.0,2709.625,0
2024-12-10 16:00:00,2713.7,2715.4,2709.1,2712.4,15070.0,2712.65,0
2024-12-10 17:00:00,2712.3,2718.1,2709.0,2717.9,12034.0,2714.325,0
2024-12-10 18:00:00,2717.8,2721.1,2715.7,2719.7,7878.0,2718.575,0
2024-12-10 19:00:00,2719.8,2720.8,2717.3,2718.0,5732.0,2718.9750000000004,0
