date,open,high,low,close,volume,average,barCount
2026-01-19 09:55:00,4673.2,4673.8,4671.5,4671.6,567.0,4672.66,306
2026-01-19 10:00:00,4671.5,4675.0,4669.6,4672.8,1589.0,4672.46,751
2026-01-19 10:05:00,4673.0,4675.8,4672.3,4674.7,562.0,4674.52,301
2026-01-19 10:10:00,4674.5,4674.6,4671.6,4673.0,522.0,4672.94,338
2026-01-19 10:15:00,4673.2,4673.8,4670.7,4670.8,705.0,4672.31,430
2026-01-19 10:20:00,4670.8,4671.8,4669.5,4670.0,496.0,4670.49,294
2026-01-19 10:25:00,4670.0,4672.0,4669.3,4671.9,446.0,4670.68,282
2026-01-19 10:30:00,4671.9,4672.1,4671.1,4671.7,373.0,4671.66,215
2026-01-19 10:35:00,4671.9,4675.0,4671.0,4674.9,663.0,4672.64,350
2026-01-19 10:40:00,4674.9,4676.4,4672.3,4675.4,726.0,4674.43,453
2026-01-19 10:45:00,4675.6,4678.2,4674.7,4677.7,586.0,4676.65,379
2026-01-19 10:50:00,4677.8,4680.0,4676.3,4680.0,697.0,4678.13,406
2026-01-19 10:55:00,4680.0,4681.2,4678.0,4679.2,939.0,4679.86,577
2026-01-19 11:00:00,4679.5,4680.8,4676.8,4678.2,523.0,4678.68,356
2026-01-19 11:05:00,4678.1,4678.7,4676.2,4678.1,409.0,4677.28,231
2026-01-19 11:10:00,4678.1,4679.6,4677.4,4677.5,381.0,4678.49,185
2026-01-19 11:15:00,4677.5,4678.0,4675.4,4677.0,347.0,4676.63,190
2026-01-19 11:20:00,4676.9,4678.0,4676.1,4677.0,290.0,4677.09,168
2026-01-19 11:25:00,4677.1,4677.5,4676.3,4676.7,270.0,4676.93,148
2026-01-19 11:30:00,4676.8,4677.5,4675.7,4675.9,246.0,4676.65,140
2026-01-19 11:35:00,4676.0,4678.7,4675.9,4678.3,443.0,4677.27,255
2026-01-19 11:40:00,4678.2,4678.8,4677.6,4678.2,422.0,4678.25,181
2026-01-19 11:45:00,4678.4,4678.6,4677.0,4678.0,442.0,4677.77,247
2026-01-19 11:50:00,4678.2,4678.6,4676.8,4677.6,462.0,4677.83,265
2026-01-19 11:55:00,4677.7,4678.9,4677.0,4677.5,450.0,4678.01,247
2026-01-19 12:00:00,4677.4,4678.2,4676.7,4678.2,316.0,4677.67,183
2026-01-19 12:05:00,4678.1,4678.1,4676.1,4676.5,372.0,4677.43,194
2026-01-19 12:10:00,4676.7,4677.0,4675.6,4676.1,345.0,4676.2,205
2026-01-19 12:15:00,4676.0,4676.7,4674.0,4675.9,482.0,4675.44,253
2026-01-19 12:20:00,4675.9,4676.1,4675.2,4675.3,168.0,4675.61,110
2026-01-19 12:25:00,4675.2,4676.6,4674.5,4676.2,423.0,4675.68,243
2026-01-19 12:30:00,4676.4,4678.8,4676.4,4677.5,356.0,4677.73,245
2026-01-19 12:35:00,4677.7,4678.4,4677.0,4678.4,254.0,4677.83,155
2026-01-19 12:40:00,4678.4,4681.9,4678.4,4681.7,483.0,4679.86,291
2026-01-19 12:45:00,4681.7,4682.5,4679.6,4681.3,396.0,4680.88,239
2026-01-19 12:50:00,4681.5,4684.4,4681.5,4683.5,381.0,4682.88,249
2026-01-19 12:55:00,4683.5,4683.8,4681.2,4681.7,255.0,4682.28,182
2026-01-19 13:00:00,4681.6,4681.7,4679.3,4679.7,190.0,4680.54,133
2026-01-19 13:05:00,4680.0,4680.9,4679.0,4679.6,128.0,4680.05,98
2026-01-19 13:10:00,4679.6,4681.6,4679.6,4680.9,185.0,4680.44,106
2026-01-19 13:15:00,4680.8,4682.7,4680.7,4681.4,180.0,4681.78,112
2026-01-19 13:20:00,4681.6,4686.2,4681.6,4684.9,447.0,4684.54,329
2026-01-19 13:25:00,4684.6,4685.0,4683.5,4684.1,222.0,4684.21,162
2026-01-19 13:30:00,4684.1,4684.3,4681.5,4681.7,161.0,4682.86,93
2026-01-19 13:35:00,4681.7,4683.1,4680.2,4683.0,151.0,4681.51,92
2026-01-19 13:40:00,4683.0,4684.4,4681.0,4683.4,215.0,4682.91,113
2026-01-19 13:45:00,4683.5,4683.7,4681.6,4682.1,89.0,4682.54,56
2026-01-19 13:50:00,4681.9,4682.2,4681.1,4681.7,58.0,4681.56,41
2026-01-19 13:55:00,4681.7,4682.6,4680.7,4682.4,169.0,4681.86,111
2026-01-19 14:00:00,4682.0,4682.4,4679.5,4680.6,238.0,4680.82,163
2026-01-19 14:05:00,4680.2,4680.9,4679.3,4680.0,169.0,4680.24,112
2026-01-19 14:10:00,4680.5,4680.5,4677.8,4677.8,187.0,4679.11,132
2026-01-19 14:15:00,4677.8,4678.8,4677.0,4678.6,260.0,4677.63,163
2026-01-19 14:20:00,4678.3,4678.3,4674.3,4675.9,387.0,4675.52,238
2026-01-19 14:25:00,4676.0,4678.5,4673.4,4676.7,378.0,4676.05,231
2026-01-19 18:00:00,4677.9,4682.5,4671.8,4674.0,1105.0,4677.6,770
2026-01-19 18:05:00,4674.2,4677.2,4673.0,4676.2,305.0,4675.15,223
2026-01-19 18:10:00,4676.5,4676.9,4674.4,4676.2,232.0,4675.51,147
2026-01-19 18:15:00,4676.3,4678.0,4675.0,4677.3,224.0,4676.83,139
2026-01-19 18:20:00,4677.5,4678.2,4673.8,4673.8,313.0,4675.82,188
2026-01-19 18:25:00,4673.7,4674.7,4670.4,4672.0,369.0,4672.43,257
