model_path,f1,precision,recall,profit,sharpe_ratio,drawdown,winrate,profit_factor,signal_stability
model_outputs/xgb.pkl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,1.0
C:\Users\adamk\Můj disk\ibkr_trading_bot\model_outputs\model.joblib,1375.27,0.826266416510319,0.8148,0.7758985200845666,0.8836276083467095,2838,0.61,6.27,0.79,3.244843343114444,1.0
